   1  0.97110 
   2  1.02669
   4  1.07906
   8  1.14418
  16  1.13320
  32  1.11284
  64  1.10817
 128  1.09961
 192  1.07894
 224  1.08021
 256  1.08033
 384  1.07822
 448  1.09354
 512  1.07586
 640  1.07721
 768  1.08895
 896  1.09088
1024  1.09620
