   1   1029.65689  
   4    282.07885  
   8    141.02849   
  16     72.71765   
  32     36.37676   
 128      8.96917   
 192      6.04496   
 256      4.51561   
 512      2.24372   
 640      1.81829   
 704      1.66101   
 768      1.51639   
1024      1.09620   

